Construction Type,New Construction,Elevator,Floors in the Building,Floor Area,Number of Rooms,Number of Bathrooms,Ceiling Height,Floor,Balcony,Renovation,Address,Price,Currency,Description,Datetime,Furniture,Number of Guests,Children Are Welcome,Pets Allowed,Utility Payments,Prepayment,Parking,Amenities,Appliances,Window Views,The House Has,Links
Bricks,Yes,Not available,1,30 sq.m.,2,1,from 2.5 m,1,Not available,Major Renovation,"Nairi street 27, Parakar","300,000 ֏ monthly",AMD,"Адрес: Nairi Street, 31 Yerevan, Armenia (5 мин от аэропорта) Сдается как посуточно, так и на долгий срок. Новые удобные двухместные апартаменты. Отдельная спальня, Wi-Fi, гостиная с TV, диваном, рабочим местом и холодильником, отдельная ванная комната, можно поставить небольшую газовую плитку для готовки.Территория апартаментов закрытая, на территории есть две веранды для обеда на свежем воздухе.Удобно расположение: Менее получаса езды от центра, 20 мин до Ереван Сити, недалеко от аэропорта.За дополнительную плату возможен трансфер из аэропорта.Без комиссии риэлтора и оплаты последнего месяца.",Nov-27-2022_18-51,,2,Yes,No,Not included,Without prepayment,,,,,,https://list.am/en/item/18513001
Stone,Yes,Not available,1,30 sq.m.,2,1,from 2.5 m,1,Not available,Euro Renovation,"Nairi street 31, Parakar","360,000 ֏ monthly",AMD,"Адрес: Nairi Street, 31 Yerevan, Armenia (5 мин от аэропорта) Сдается как посуточно, так и на долгий срок. Новые удобные апартаменты как для индивидуального отдыха, так и для всей семьи. Отдельная спальня с TV и диваном, отдельная комната с двумя спальными местами и шкафом, отдельная ванная комната, можно поставить небольшую газовую плитку для готовки.Территория апартаментов закрытая, на территории есть две веранды для обеда на свежем воздухе.Удобно расположение: Менее получаса езды от центра, 20 мин до Ереван Сити, недалеко от аэропорта.За дополнительную плату возможен трансфер из аэропорта.Без комиссии риэлтора и оплаты последнего месяца.",Nov-27-2022_18-51,,2,Yes,No,Not included,Without prepayment,,,,,,https://list.am/en/item/18512908
Stone,No,Not available,5,36 sq.m.,1,1,from 2.7 m,2,Open balcony,Major Renovation,Armavir › Echmiadzin,"130,000 ֏ monthly",AMD,"AS117:K. A 1-room apartment on the 5/2nd floor is for rent on Mashtots Street, Etchmiadzin. The apartment is renovated, there is an open balcony, dishes, bed, property and equipment. The cost is AMD 130,000.Agency address - c. Etchmiadzin, Baghramyan 18a/1Translated from Armenian",Nov-27-2022_18-51,Available,3,Yes,Yes,Not included,By Agreement,,,,,,https://list.am/en/item/18508846
Panels,No,Not available,5,84 sq.m.,4,1,from 2.75 m,1,Closed balcony,Euro Renovation,"Եղիշե Չարենցի փողոց 18, Վաղարշապատ","230,000 ֏ monthly",AMD,"Apartment for rent in K. Etchmiadzin on Charents Street. First floor, large basement, yard, renovated, with all utilities, Baxi.For more information callTranslated from Armenian",Nov-27-2022_18-51,,8+,Yes,Yes,Not included,2 months,,,,,,https://list.am/en/item/18478935
Panels,No,Not available,5,78 sq.m.,3,1,from 2.8 m,2,Closed balcony,Old Renovation,Armavir › Metsamor,"250,000 ֏ monthly",AMD,"Квартира со всеми удобствами сдаю до 1 апреля. Минимум на 3 месяца. С месячной предоплатой. Все кухонные приборы, всё белье, сдаю вместе с квартирой можно заходить с голыми руками, и жить без проблем.",Nov-27-2022_18-51,,5,Yes,No,Not included,1 month,,,,,,https://list.am/en/item/18421747
Stone,No,Not available,5,60 sq.m.,2,1,from 2.7 m,4,Open balcony,Major Renovation,Armavir › Echmiadzin,"200,000 ֏ monthly",AMD,"AS118:K. A 2-room apartment on the 5th/4th floor is for rent on Mashtots Street in Etchmiadzin. The apartment is fully renovated, a heating system is installed, there is property and equipment. The floor is carpet, and the bathroom and kitchen are tiled. The cost is AMD 200,000.Agency address - c. Etchmiadzin, Baghramyan 18a/1bTranslated from Armenian",Nov-27-2022_18-51,Available,3,Yes,Yes,Not included,By Agreement,,,,,,https://list.am/en/item/18498015
Stone,No,Not available,5,78 sq.m.,3,1,from 2.7 m,3,Open balcony,Major Renovation,Armavir › Echmiadzin,"200,000 ֏ monthly",AMD,"AS100K. A 3-room apartment is for rent on the 5th/3rd floor in the Charents district of Etchmiadzin. The apartment is completely renovated, has an open balcony, is provided with all utilities, property and equipment are available. The cost is AMD 200,000.Agency address - c. Etchmiadzin, Baghramyan 18a/1bTranslated from Armenian",Nov-27-2022_18-51,Available,4,Yes,Yes,Not included,By Agreement,,,,,,https://list.am/en/item/18497796
Stone,No,Not available,5,60 sq.m.,3,1,from 2.7 m,4,Open balcony,Cosmetic Renovation,Armavir › Echmiadzin,"120,000 ֏ monthly",AMD,"AS132:K. A 3-room apartment on the 5th/4th floor is for rent on Baghramyan Street in Etchmiadzin. The apartment is cosmetically renovated, a heating system is installed. The cost is AMD 120,000.Agency address - c. Etchmiadzin, Baghramyan 18a/1bTranslated from Armenian",Nov-27-2022_18-51,Available,4,Yes,Yes,Not included,By Agreement,,,,,,https://list.am/en/item/18439818
Stone,No,Not available,1,50 sq.m.,2,1,from 2.7 m,1,Not available,Major Renovation,Armavir › Echmiadzin,"200,000 ֏ monthly",AMD,"K. A 2-room apartment on the 1st floor is for rent in Etchmiadzin. The apartment is completely renovated, there is property and equipment. The cost is AMD 200,000.Agency address - c. Etchmiadzin, Baghramyan 18a/1bTranslated from Armenian",Nov-27-2022_18-51,Available,3,Yes,Yes,Not included,By Agreement,,,,,,https://list.am/en/item/18451842
Stone,No,Not available,2,120 sq.m.,3,2,from 3 m,2,Not available,Euro Renovation,Armavir › Echmiadzin,"$1,200 monthly",USD,A house for rent in the center of Etchmiadzin with all utilities. For more information call:Translated from Armenian,Nov-27-2022_18-51,,6,Yes,No,Not included,1 month,,,,,,https://list.am/en/item/18476169
Stone,No,Not available,5,50 sq.m.,2,1,from 2.7 m,5,Open balcony,Designer Renovation,Armavir › Echmiadzin,"200,000 ֏ monthly",AMD,"AS131:K. A 2-room apartment on the 5th/2nd floor is for rent on Mashtots Street in Etchmiadzin. The apartment is completely renovated, there is property and equipment. The cost is AMD 200,000.Agency address - c. Etchmiadzin, Baghramyan 18a/1bTranslated from Armenian",Nov-27-2022_18-51,Available,3,Yes,Yes,Not included,By Agreement,,,,,,https://list.am/en/item/18443067
Stone,No,Not available,5,55 sq.m.,2,1,from 2.7 m,4,Closed balcony,Designer Renovation,Armavir › Echmiadzin,"300,000 ֏ monthly",AMD,"AS130:K. A 2-room apartment on the 5th/4th floor is for rent on Patkanyan Street in Etchmiadzin. It is provided with all utilities, property and equipment. The interior of the apartment has been completely renovatedNew style. The cost is AMD 300,000.Agency address - c. Etchmiadzin, Baghramyan 18a/1bTranslated from Armenian",Nov-27-2022_18-51,Available,3,Yes,Yes,Not included,By Agreement,,,,,,https://list.am/en/item/18456781
Stone,No,Not available,5,50 sq.m.,2,1,from 2.7 m,1,Open balcony,Major Renovation,Armavir › Echmiadzin,"200,000 ֏ monthly",AMD,"K. A 2-room apartment on the 5/1st floor is for rent in Etchmiadzin. The apartment is in the process of major renovation. Comes with property and equipment. The cost is AMD 200,000.Code AS097Translated from Armenian",Nov-27-2022_18-51,,3,Yes,Yes,Not included,By Agreement,,,,,,https://list.am/en/item/18469763
Stone,No,Not available,5,78 sq.m.,3,1,from 2.7 m,2,Open balcony,Major Renovation,Armavir › Echmiadzin,"250,000 ֏ monthly",AMD,"K. A 3-room apartment on the 5th/2nd floor is for rent on Baghramyan Street in Etchmiadzin. The apartment is available with property, equipment and heating system. The cost is AMD 250,000Code AS095Translated from Armenian",Nov-27-2022_18-51,,4,Yes,Yes,Not included,By Agreement,,,,,,https://list.am/en/item/18469710
Stone,No,Not available,5,50 sq.m.,2,1,from 2.7 m,1,Not available,Major Renovation,Armavir › Echmiadzin,"250,000 ֏ monthly",AMD,"AS128:K. A 2-room apartment on the 5th/2nd floor is for rent in Etchmiadzin. The apartment is fully renovated. Comes with property and equipment. The cost is AMD 250,000. The apartment has unlimited internet.Agency address - c. Etchmiadzin, Baghramyan 18a/1bTranslated from Armenian",Nov-27-2022_18-51,Available,3,Yes,No,By Agreement,1 month,,,,,,https://list.am/en/item/18428037
Stone,No,Not available,5,78 sq.m.,3,1,from 2.7 m,4,Not available,Old Renovation,Armavir › Echmiadzin,"100,000 ֏ monthly",AMD,"AS127:K. A 3-room apartment on the 4th floor is for rent on Vazgen First Street, Etchmiadzin. The natural one is provided with communal conditions. Partial furniture is available. The cost is AMD 100,000.Agency address - c. Etchmiadzin, Baghramyan 18a/1bTranslated from Armenian",Nov-27-2022_18-51,Available,6,Yes,Yes,Not included,By Agreement,,,,,,https://list.am/en/item/18456752
Stone,No,Not available,5,55 sq.m.,2,1,from 2.8 m,3,Not available,Euro Renovation,"Mesrop Mashtots street, Vagharshapat",$650 monthly,USD,An apartment with property and equipment is for rent in Etchmiadzin. We can lookWILL BE FREE FROM OCTOBER 16Short term not availableTranslated from Armenian,Nov-27-2022_18-51,,3,Yes,No,Not included,By Agreement,,,,,,https://list.am/en/item/18432961
Bricks,Yes,Not available,5,65 sq.m.,2,1,from 2.7 m,3,Not available,Cosmetic Renovation,"Улица Маштоца 26, Армавир","160,000 ֏ monthly",AMD,"Отличное место расплложения, 15 мин до еревана, в квартире все готово для проживания, бытавая техника, мебель все присутсвуетОстольные вопросы по телефону!",Nov-27-2022_18-51,,4,Yes,No,By Agreement,1 month,,,,,,https://list.am/en/item/18447183
Stone,No,Not available,5,35 sq.m.,1,1,from 2.7 m,4,Open balcony,Major Renovation,Armavir › Echmiadzin,"170,000 ֏ monthly",AMD,"AS125:K. A 1-room apartment is for rent on the 5th/4th floor on Mashtots Street in Etchmiadzin. The apartment is renovated, has property, equipment and internet. The cost is AMD 170,000.Code AS076Translated from Armenian",Nov-27-2022_18-51,Available,2,Yes,Yes,Not included,By Agreement,,,,,,https://list.am/en/item/18392926
Stone,No,Not available,5,74 sq.m.,3,1,from 2.75 m,1,Open balcony,Euro Renovation,Armavir › Parakar,"200,000 ֏ monthly",AMD,Квартира находится недалеко от аэропорта. Квартира находится в 10 км от Еревана. Остановка общественного транспорта находится рядом с квартирой. Добраться до Еревана можно быстро и прямо от автобусной остановки возле квартиры по проспекту Адмирала Исакова.Квартира меблирована․ Имеется бытовая техника. Он отремонтирован. В квартире есть открытый балкон. Перед балконом есть небольшой сад.В квартире три комнаты․,Nov-27-2022_18-51,Available,7,Yes,Yes,Not included,Without prepayment,,,,,,https://list.am/en/item/18387310
Stone,Yes,Not available,5,78 sq.m.,3,1,from 3 m,2,Open balcony,Old Renovation,"Charents street, Armavir","150,000 ֏ monthly",AMD,It is equipped with all facilities.Translated from Armenian,Nov-27-2022_18-51,,,,,,,,,,,,https://list.am/en/item/18380819
Stone,No,Not available,5,78 sq.m.,3,1,from 2.7 m,3,Closed balcony,Major Renovation,Armavir › Echmiadzin,"180,000 ֏ monthly",AMD,"AS120K. A 3-room apartment is for rent on the 5th/3rd floor on Vazgen First Street in Etchmiadzin. The apartment is provided with all utilities, property and equipment are available. The cost is AMD 180,000.Agency address - c. Etchmiadzin, Baghramyan 18a/1bTranslated from Armenian",Nov-27-2022_18-51,Available,4,Yes,Yes,Not included,By Agreement,,,,,,https://list.am/en/item/18380321
Stone,No,Not available,5,100 sq.m.,3,1,from 2.8 m,1,Not available,Major Renovation,Armavir › Echmiadzin,"300,000 ֏ monthly",AMD,"Կոդ 2121178_Բնակարանում առկա են բոլոր կոմունալ հարմարությունները,_Անհատական ջեռուցման համակարգ, օդորակիչ,_Հավելյալ տեղեկությունների համար կարող եք զանգահարել նշված հեռախոսահամարներով՝_The apartment has all the communal facilities,_Individual heating system, air conditioner,_For more information you can call the mentioned phone numbers:",Nov-27-2022_18-51,,,,,,,,,,,,https://list.am/en/item/18379231
